CUSTOMER_NUMBER,PRIMARY_GROUP_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
500482272,,SALES REP,11/30/2017,11/24/2017,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,66501
501364565,,SALES REP,4/14/2022,3/25/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,66501
501635115,,SALES REP,5/9/2024,3/20/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40361
501486338,2095,SALES REP,2/15/2023,2/7/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,67952
600080898,,SALES REP,3/3/2016,1/19/2015,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,42728
501676758,,SALES REP,7/18/2024,6/27/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,2141
500991686,,SALES REP,10/22/2019,8/28/2019,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67073
501568766,,MYCOKE LEGACY,10/18/2023,10/5/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1885
500824867,2183,SALES REP,2/1/2019,11/29/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,TRUE,41605
600080353,,SALES REP,3/2/2016,8/22/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2535
501217674,4973,SALES REP,6/7/2021,5/20/2021,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,21793
600080750,,SALES REP,3/8/2016,3/6/2014,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,70787
501709286,2220,SALES REP,11/27/2024,9/13/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,2112
501595496,2095,SALES REP,1/25/2024,1/5/2024,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,2742
500443459,8333,SALES REP,10/18/2017,9/18/2017,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,66757
500505944,,SALES REP,4/4/2019,12/19/2017,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,20794
600076243,1680,SALES REP,3/10/2016,3/12/2003,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,67647
600081664,404,SALES REP,3/4/2016,4/8/2003,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1203
600082366,,SALES REP,3/1/2016,7/20/2010,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66757
600083094,,SALES REP,3/11/2016,9/11/1997,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,42754
501076198,,SALES REP,4/24/2020,3/23/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1778
600077834,,SALES REP,8/30/2017,5/6/2015,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40391
501561512,,SALES REP,9/26/2023,9/11/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1754
600254345,5492,OTHER,9/27/2016,4/18/2011,PUBLIC SECTOR,OUTDOOR ACTIVITIES,FAITH,FALSE,TRUE,1144
501118291,,SALES REP,9/8/2020,8/24/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1082
600078216,,SALES REP,8/29/2017,7/6/2007,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,2492
501351816,,SALES REP,3/10/2022,2/23/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42207
600266193,340,SALES REP,8/9/2016,2/13/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40144
501602284,,MYCOKE360,2/7/2024,1/30/2024,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,67205
501242998,,SALES REP,11/3/2021,7/28/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40027
501441618,2487,MYCOKE LEGACY,10/26/2022,10/12/2022,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,40578
501493021,,SALES REP,3/2/2023,2/24/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67337
501689065,5510,SALES REP,9/18/2024,7/24/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1088
600083656,,SALES REP,12/3/2015,2/17/2015,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,42420
500974776,,SALES REP,8/8/2019,7/23/2019,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,21704
500843036,4634,SALES REP,3/28/2019,1/16/2019,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,66962
501603743,,CALL CENTER,6/5/2024,2/2/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,66933
600557140,1194,SALES REP,5/23/2017,8/20/2010,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,21078
500277244,,SALES REP,4/15/2016,4/4/2016,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1886
600083272,,SALES REP,11/30/2015,2/25/1999,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,67753
600562845,4635,SALES REP,5/11/2017,1/24/2012,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,1960
600558177,8455,SALES REP,7/28/2017,6/11/2012,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1585
600568296,,SALES REP,5/4/2017,8/27/2013,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40452
500930802,1431,SALES REP,5/16/2019,4/29/2019,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,42402
501737768,,SALES REP,11/21/2024,11/13/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,40508
501386121,,SALES REP,7/5/2022,5/26/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,41171
501063259,,SALES REP,9/17/2020,2/21/2020,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,21502
500512225,,CALL CENTER,4/11/2019,1/10/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66112
600584013,,SALES REP,8/23/2017,8/20/1994,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,21530
501703176,,MYCOKE360,9/17/2024,8/29/2024,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1094
500869384,3379,SALES REP,2/21/2019,2/13/2019,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,FALSE,20754
501594618,,SALES REP,1/8/2024,1/3/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,21660
600102801,,SALES REP,12/11/2015,2/5/1999,PUBLIC SECTOR,ACTIVITIES,FRATERNITY,TRUE,FALSE,67553
600102872,,SALES REP,12/7/2015,12/31/2012,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,67553
600083725,,SALES REP,12/8/2015,10/29/2004,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21648
600083821,2077,SALES REP,12/4/2015,11/28/1983,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2150
500723419,1431,SALES REP,8/21/2018,8/3/2018,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,67108
501138290,3995,OTHER,10/28/2020,10/23/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40801
600077034,,SALES REP,5/9/2018,11/19/2012,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,2762
501108971,345,SALES REP,7/31/2020,7/22/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21057
501216117,,MYCOKE360,6/29/2021,5/17/2021,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1077
501370163,,SALES REP,4/22/2022,4/9/2022,EVENT,RECREATION,RECREATION FILM,TRUE,TRUE,67901
501213379,,SALES REP,5/26/2021,5/7/2021,CONVENTIONAL,PHARMACY RETAILER,INDEPENDENT LOCAL STORE,TRUE,FALSE,2302
500853417,437,SALES REP,2/7/2019,2/1/2019,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2325
600074380,,SALES REP,6/25/2018,11/11/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2456
501173433,,SALES REP,12/2/2021,1/21/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67444
600064644,,OTHER,5/1/2018,8/26/2010,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,FALSE,2632
600067479,,SALES REP,6/8/2018,11/6/1998,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,41049
501753823,2487,MYCOKE LEGACY,12/16/2024,11/26/2024,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67202
600103573,,SALES REP,5/23/2018,10/4/2005,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,21771
501472988,,SALES REP,1/30/2023,12/20/2022,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,2766
500728145,,SALES REP,9/4/2018,8/13/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67672
501042421,,SALES REP,2/12/2020,1/22/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,42050
501576791,,MYCOKE LEGACY,11/2/2023,10/25/2023,WORKPLACE,INDUSTRIAL,OTHER INDUSTRIAL,TRUE,FALSE,42445
501268905,,SALES REP,2/16/2022,10/4/2021,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40831
600266990,,OTHER,8/19/2016,4/13/1999,DINING,OTHER DINING & BEVERAGE,OTHER DINING,FALSE,TRUE,2081
500942552,,SALES REP,5/27/2021,5/24/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1833
600249815,,MYCOKE360,8/24/2016,1/23/2007,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,41086
501482170,435,SALES REP,1/30/2023,1/24/2023,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40831
501443859,,MYCOKE360,10/28/2022,10/21/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,42726
600253625,,SALES REP,9/2/2016,5/3/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,41385
600259390,,SALES REP,8/5/2016,5/28/2015,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,66420
500815765,2183,SALES REP,1/15/2019,11/10/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,21775
600264557,,OTHER,8/12/2016,5/12/1994,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,TRUE,66955
600255340,,CALL CENTER,9/7/2016,3/26/2012,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1066
600259968,,SALES REP,8/2/2016,8/31/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67021
501283051,7098,MYCOKE360,10/29/2021,10/15/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,40145
501018448,5302,SALES REP,12/13/2019,11/6/2019,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,67030
600254390,,CALL CENTER,8/11/2016,4/28/2011,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1937
501538003,7094,CALL CENTER,8/16/2023,7/12/2023,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2056
501705722,,CALL CENTER,10/22/2024,9/3/2024,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,FALSE,2134
500594591,6613,SALES REP,5/1/2018,4/27/2018,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,20604
501413421,,SALES REP,8/1/2022,7/26/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21622
600263408,7094,OTHER,8/31/2016,9/8/1993,PUBLIC SECTOR,EDUCATION,HIGH SCHOOL,TRUE,FALSE,21798
600258426,340,CALL CENTER,8/31/2016,7/18/2014,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40855
500967735,,SALES REP,11/26/2019,7/12/2019,PUBLIC SECTOR,OUTDOOR ACTIVITIES,FAITH,TRUE,TRUE,67219
600266739,,OTHER,8/1/2016,2/21/2001,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,TRUE,41663
600252646,340,SALES REP,8/31/2016,7/15/2004,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,40145
500772317,,SALES REP,10/2/2018,9/21/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1224
501442882,1993,CALL CENTER,11/8/2022,10/18/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1105
501713952,8809,OTHER,10/9/2024,9/25/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
501480566,8809,SALES REP,1/25/2023,1/18/2023,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,40145
600059966,,SALES REP,2/28/2018,3/21/2000,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,67543
501600464,,OTHER,2/7/2024,1/23/2024,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,66952
500568550,,SALES REP,5/15/2018,3/27/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21222
501215702,4031,EDI,6/30/2021,5/14/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1970
500582117,,OTHER,5/24/2018,4/13/2018,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,66846
600059902,,SALES REP,2/27/2018,3/21/2000,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21031
501708665,,MYCOKE360,9/19/2024,9/12/2024,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,71075
501542480,,SALES REP,9/14/2023,7/21/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,40176
501135634,,SALES REP,11/3/2020,10/8/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,66952
501698266,,CALL CENTER,9/13/2024,8/15/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1098
600059023,,OTHER,3/6/2018,3/10/2006,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21903
600081459,676,SALES REP,3/2/2018,4/10/1991,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,FALSE,67572
500777349,,OTHER,10/31/2018,9/27/2018,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,66710
600055635,340,SALES REP,3/1/2018,5/22/1998,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,21017
600060117,1631,OTHER,3/2/2018,2/1/1983,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,FALSE,TRUE,21755
500478282,,SALES REP,4/2/2018,11/10/2017,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1373
600053751,,SALES REP,3/2/2018,10/1/2013,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42717
501264652,,MYCOKE360,4/26/2022,9/21/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21913
501626117,437,SALES REP,4/15/2024,2/21/2024,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42364
600054797,1753,SALES REP,2/28/2018,10/1/1983,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66834
500916585,,SALES REP,8/8/2019,4/3/2019,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,20751
600054282,2213,OTHER,2/26/2018,10/21/2014,PUBLIC SECTOR,PUBLIC SECTOR (NON-MILITARY),OTHER PUBLIC SECTOR,TRUE,TRUE,67436
600056167,2036,OTHER,3/22/2018,7/11/2003,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,41039
500406549,,OTHER,2/26/2018,6/28/2017,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,42232
600056120,4235,SALES REP,2/26/2018,2/19/2003,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,66521
600556197,350,SALES REP,3/2/2017,4/15/2004,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1370
500832093,2183,SALES REP,2/1/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,41030
501485906,,SALES REP,3/15/2023,2/6/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42219
501057714,,SALES REP,6/24/2020,2/7/2020,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,FALSE,FALSE,40941
500553083,,SALES REP,5/17/2018,3/14/2018,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,2035
600554353,8407,SALES REP,3/6/2017,1/20/2005,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,2364
501635363,,MYCOKE360,4/26/2024,3/21/2024,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,20736
501484767,,SALES REP,4/26/2023,2/1/2023,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,21797
501465690,,SALES REP,9/13/2023,11/29/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,67734
501378001,,SALES REP,6/3/2022,5/4/2022,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,TRUE,1060
600577303,863,SALES REP,4/4/2017,9/14/2015,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66968
600566324,,SALES REP,3/8/2017,2/5/2013,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,67213
501544998,,SALES REP,9/18/2023,7/28/2023,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,2093
501022206,,SALES REP,12/5/2019,11/18/2019,PUBLIC SECTOR,EDUCATION,HIGH SCHOOL,TRUE,TRUE,67584
600566632,863,SALES REP,2/28/2017,3/11/2013,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,70710
500641340,,SALES REP,8/24/2018,6/12/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1050
501666256,6481,SALES REP,7/11/2024,6/11/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67483
500346009,,SALES REP,6/12/2017,3/3/2017,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66523
501154558,,SALES REP,10/3/2024,12/8/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1264
501329761,,OTHER,1/27/2022,1/19/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,20610
501233775,3450,SALES REP,7/19/2021,7/6/2021,EVENT,ACTIVITIES,GAME CENTER,TRUE,FALSE,1702
501698746,,SALES REP,8/22/2024,8/16/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1068
501108917,7635,SALES REP,7/27/2020,7/23/2020,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,TRUE,FALSE,67518
600568560,,SALES REP,3/31/2017,9/25/2013,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21536
501514444,1431,SALES REP,6/6/2023,5/2/2023,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,2217
501423237,,SALES REP,9/8/2022,8/26/2022,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,66501
501526873,,SALES REP,6/23/2023,6/8/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,71039
501687061,,SALES REP,7/25/2024,7/18/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21664
600080193,,OTHER,3/7/2016,10/31/1990,CONVENTIONAL,PHARMACY RETAILER,INDEPENDENT LOCAL STORE,TRUE,FALSE,21664
600075500,340,SALES REP,3/22/2016,9/5/2003,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42027
600080567,6808,SALES REP,3/18/2016,1/2/2013,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,FALSE,FALSE,2668
600080426,1581,SALES REP,3/4/2016,5/17/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,1109
500869650,,SALES REP,3/14/2019,2/14/2019,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,66961
501169803,,SALES REP,1/28/2021,1/7/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,41095
501475055,8521,MYCOKE360,2/21/2023,12/28/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,41168
501638640,,SALES REP,6/4/2024,4/3/2024,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,TRUE,40410
501410111,,SALES REP,8/12/2022,7/19/2022,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,41612
500265559,,SALES REP,3/4/2016,12/28/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2664
501365760,,SALES REP,4/21/2022,3/30/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,2149
500478859,3074,SALES REP,11/27/2017,11/13/2017,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2303
500732504,,SALES REP,9/18/2018,8/17/2018,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,21869
501197555,,SALES REP,6/23/2021,3/18/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,41092
501542007,,SALES REP,9/15/2023,7/20/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1093
600081712,1647,SALES REP,2/29/2016,11/1/1988,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21793
500405038,1977,OTHER,8/9/2017,6/21/2017,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,FALSE,21234
501581224,6774,OTHER,3/25/2024,11/8/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,67031
600081635,2334,SALES REP,3/4/2016,11/1/1988,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1518
600081909,,SALES REP,3/14/2016,6/15/2005,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1778
500246139,,SALES REP,3/1/2016,10/5/2015,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67647
501631898,,SALES REP,3/26/2024,3/11/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2492
500505771,2375,SALES REP,3/12/2018,12/19/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,42410
500845159,6613,SALES REP,3/1/2019,1/17/2019,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2479
600078655,,SALES REP,9/29/2017,8/25/2009,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,1908
501436961,,SALES REP,10/4/2022,9/27/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,21504
501202828,,SALES REP,12/2/2021,4/2/2021,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,TRUE,2459
501627628,,MYCOKE360,3/7/2024,2/27/2024,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,40988
500956209,340,CALL CENTER,6/25/2019,6/17/2019,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2189
501433636,,SALES REP,11/3/2022,9/16/2022,PUBLIC SECTOR,EDUCATION,NON-RESTAURANT EDUCATION,TRUE,TRUE,67561
600258562,340,SALES REP,8/4/2016,5/27/2003,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2659
501711923,,CALL CENTER,10/17/2024,9/23/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40027
501696373,,SALES REP,8/30/2024,8/8/2024,CONVENTIONAL,PHARMACY RETAILER,INDEPENDENT LOCAL STORE,TRUE,FALSE,2648
501182225,,SALES REP,4/22/2021,2/15/2021,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,2344
600083485,,SALES REP,12/1/2015,7/20/1995,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,20764
600563318,2057,SALES REP,5/15/2017,3/19/2012,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,TRUE,66962
500829016,,SALES REP,12/17/2018,12/10/2018,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1432
501498000,,SALES REP,4/20/2023,3/13/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,67628
600585120,9045,SALES REP,5/11/2017,9/21/1994,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,FALSE,FALSE,2206
501297027,1700,SALES REP,12/14/2021,11/15/2021,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,40160
600578241,8449,OTHER,5/9/2017,12/13/2015,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,FALSE,FALSE,1378
600557423,5510,SALES REP,5/12/2017,10/4/2010,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67628
600585685,340,SALES REP,6/22/2017,7/19/2001,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42452
501534071,,SALES REP,10/20/2023,6/28/2023,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2660
